example_id,query,query_id,product_id,product_locale,esci_label,small_version,large_version,split,product_title,product_description,product_bullet_point,product_brand,product_color
758,#12 black boys chain necklace without baseball stitches,23,B0911FD781,us,E,1,1,train,"Chris Johnsons 3 Number Necklace, Baseball Number Necklace, Football Number Necklace Sterling Silver Pendant Chain","<p>Rep your sports number on and off the field with our custom number necklace. Choose your jersey number from #0 to #99. Our personalized number necklace is made of 925 sterling silver. Customize your own number with gold, rose gold or silver plating. We carry different size pendants and chain lengths. </p><p>FAST SHIPPING</p><p>✔ Made in the United States</p><p>✔ Handling time: 1 business day</p><p>✔ Standard way: 7 - 10 business days after shipping</p><p>✔ Expedited way: 2-3 business days after shipping</p><p>INCLUDED</p><p>x 1 Pendant</p><p>x 1 Chain</p><p>x 1 Gift Box</p>","3 number necklace jersey number sport necklace in sterling silver
Sports number necklace is made in the US; Fast 1 day shipping
Click on ""Customize Now""to design your necklace
16 inch chain included or customize your length
Pendant sizes of 0.7, 0.9 and 1.2 inches available",Chris Johnsons,
759,#12 black boys chain necklace without baseball stitches,23,B07XQ9FBJ2,us,E,1,1,train,PROSTEEL Baseball Cross Necklace for Boys Men Necklaces Baseball Number Necklace Stainless Steel Chain Mens Necklace Baseball Chain Black Chain,"<B>PROSTEEL: a professional stainless steel jewelry brand.</B> <br />Men/women stylish jewelry of high quality polished stainless steel,durable, anti-allergiclasting, and color retaining, with a durable lobster claw clasp design. <br /><B>Fast Delivery: </B>Fulfillment by Amazon, 1-6 business days for delivery. <br /><B>Customer service:</B>we stand behind our quality,we promise our buyers satisfying shopping experience.Got and not loving it? mail it back, we offer you full refund or exchange.","♦ Metal:100% 316L stainless steel with black plated, high quality and environmentally friendly, nickel free, hypoallergenic, Suitable for sensitive skin.
♦ Length of chain: 22 inch-24 inch adjustable, finished with a matching stainless steel lobster clasp. Very Sturdy and Durable, good for daily wearing.
♦ An effortless, everyday necklace - great alone or layered! Trendy, Minimalist, Simple Necklace for baseball lover, baseball player.
♦ Come gift box, ready for gifting or to treat yourself!
♦ 90-Day Money Back Guarantee or Exchange.",PROSTEEL,Black
764,#12 black boys chain necklace without baseball stitches,23,B00IK08LAI,us,E,1,1,train,"MadSportsStuff Custom Player ID Softball Necklace (#6, One Size)","Fun and beautiful necklace. Perfect gift for your favorite Baseball or Softball player to wear or for fans to show support. Also, makes great team gifts.","PERFECT BASEBALL or SOFTBALL NECKLACE: Personalize your softball necklace with your very own jersey number! This necklace features a number charm, silver bat charm and silver ""LOVE"" charm on an 18 inch chain. Great for your favorite player or their biggest fans!
QUALITY MATERIALS: Casted jewelry is made from pristine pewter and zinc. Materials are lead, nickel, and cadmium safe and protected from tarnishing.
30 DAY MONEY-BACK GUARANTEE - Buy with confidence, with our no questions asked money back guarantee
ASSEMBLED IN THE USA",MadSportsStuff,#6
775,#12 black boys chain necklace without baseball stitches,23,B07TDG666N,us,E,1,1,train,CHOORO Piano Keyboard Pendant Keychain Piano Zipper Pull Music Jewelry Gift for Pianist/Piano Teacher/Music Lovers (Necklace),CHOORO Piano Keyboard Pendant Keychain Piano Zipper Pull Music Jewelry Gift for Pianist/Piano Teacher/Music Lovers<br>Looking for a gift for a piano player? This is it! It would be a great gift for your piano teacher or a friend who is fond of piano playing!,"Material: Alloy.
Size: keyboard pendant: 10mm(0.4"")*30mm(1.2"").
Package: The Piano Keyboard Keychain will arrive in a velvet bag ready for giving.
Music Gift: This lovely Keyboard Keyring will make the perfect gift for pianist, musician, piano player, piano teachers, piano student, music teacher, music student, music lovers, piano enthusiast, organist, keyboardist, keyboard player.
Piano Keyboard Pendant: It is a perfect pendant for necklace, earrings, key ring, zipper pull. Looks great on your bag, purse, briefcase, backpack, school bags, cell phone, car key or other decoration.",CHOORO,Necklace
777,#12 black boys chain necklace without baseball stitches,23,B07R4PHDWW,us,E,1,1,train,EunWow Anchor Pirate Black Chain Rocker Cool Nautical Gifts for Men Jewelry Vintage Included 22'Chain,Anchor Pendant,"So beautiful and stylish necklace, you deserve it.
Material: 316 steel titanium, anti-allergic, no rust, no fading. Vacuum plating process, hand polished, comfortable to wear.
Nautical Series: Beautifully designed with an anchor pendant, the exterior is stylish and unique. You can see the ropes around it and the small scars on the anchor, making it more like a real anchor.
In the rough seas, the anchor is the last refuge for the sailors. The anchor symbolizes calmness, finds the soul's destination, and hopes that things will get better.
The first choice for holiday gifts is the perfect gift for the navy, crew, sailors or pirates. Send friends, send lover, send girlfriends, send yourself. Holiday gifts, birthday gifts, commemorative gifts, Mother's Day gifts, Father's Day gifts, Halloween gifts, Valentine's Day gifts, Christmas gifts.",EunWow,black
779,#12 black boys chain necklace without baseball stitches,23,B07K7MM24F,us,E,1,1,train,"RMOYI Baseball Bats Stainless Steel Cross Necklace for Men Women Boys Girls,Black 24 Inches","Baseball is our favorite sport in United State, so this Pendant Sports Necklaces are the perfect gift for Baseball player or fan. Our Necklaces come in a beautiful black plush bag and are perfectly presented when given as a gift. What better way to inspire someone you love. <br><br> Quality and Customer Service are our number one priority. If for any reason you are not 100% satisfied with your purchase, we will always make it right. <br><br> <b>Product Deails</b> <br><br> Brand: RMOYI<br> Material: stainless steel <br> Normal Pendant Size: 5.0 x 3.0 cm / 1.9 x 1.2 inches Suitable for teenagers, men.<br>Small pendant size: 4.0 x 2.5 cm / 1.6 x 1.0 inches Suitable for little boys and girls, women.<br> Chain Size: lengths: 20inch 24inch width: 3mm <br> Workmanship: German polishing <br><br> Your order will include: <br> 1 x pendant <br> 1 x stainless steel chain <br> 1 x top grade plush gift box<br><br> <b>About RMOYI JEWELRY:</b><br><br> Starting in 2013, RMOYI JEWELRY was set up to provide customized stainless steel treasures Including earrings, necklaces, pendants, bracelets,and so on. Our products are fashion, high-quality and affordable. <br><br> RMOYI guarantee:<br> --Excellent customer service<br> --Superb quality and craftsmanship<br> --Unique personalized jewelry<br> --Beautiful packaging for easy gift giving<br><br> <b>How to Care </b> <br><br> High quality stainless steel have high resistance to rust, corrosion and tarnishing, which requires minimal maintenance. But there are still some tips for you. Avoid friction and hard objects to avoid scratches. Do not wear jewelry during exercise, bathing and swimming. When not wearing jewelry, you should wipe clean, put jewelry box to save.","★ DESIGN CONCEPT : The necklace is made up of three baseball bats,It is simple, generous and classic!We Live in such a great country and baseball is our favorite sport in United States.
★ PERFECT GIFTS : Unique and inspiring baseball gift is suitable for all ages. A special gift for any occasion or celebration including Thanksgiving Day,Christmas Day,Birthdays, Graduation, Fathers Day, Baseball Coach or Team Gift.
★ HIGH QUALITY : Stainless steel will not tarnish, fade or scratch over time compared to other materials. Highly resistant to rust and corrosive buildups, ensuring it remains untarnished for years.
★ Normal Pendant Size: 5.0 x 3.0 cm / 1.9 x 1.2 inches Suitable for teenagers, men.Small pendant size: 4.0 x 2.5 cm / 1.6 x 1.0 inches Suitable for little boys and girls, women.Chain size: 20 inches, 24 inches
★ 100% QUALITY GUARANTEE : If for any reason you are not happy we will replace or refund your order.",RMOYI,Normal Black + Wheat Chain
780,#12 black boys chain necklace without baseball stitches,23,B07G5XJBS9,us,E,1,1,train,"Baseball Necklace ,Men Sports Youth Baseball Necklace for mens Stainless Steel Baseball Bat Necklace Athletes Jewelry Gift,Silver 20 inches","⚾✞The cross necklace is suitable for men and mens over the age of 12.Cross Necklace Pendant Sports Stainless Steel Baseball and ⚾Baseball Bat Cross Necklace Athletes ⚾mens Gift⚾<b>Baseball Cross Necklace</b><br><b> Cross pendants for mens</b> <br><br><b>SKQIR </b>Womens Stainless Steel cross necklaces <b> Jewelry gift</b> <br><br><b>SKQIR Jewelry Made by High Quality Environmental Stainless Steel material</b> Lead and Nickel Free;Non-Allergy,No Bad for People's Health;<br><b>SKQIR Jewelry Color Guarantee </b>--Silver Color no Fade Forever; Gold Can Keep Color Half of A Year;Best choice for gifts<br><b>90 Days Warranty Policy: </b>If you do not satisfied with our items within 90 days, we can return your payment or Exchange<br><br><b>Jewelry maintenance Tips：<br><br></b>① Avoid Chemicals<br>② Avoid Bath and Sweat<br>③ Pls Wipe with Soft Cloths<br>④ Avoid Crash or friction with other jewelries<br>⑤ Pls Placed inside the Flannelette bag or Gift Box <br><br>⚾✞✞Welcome to <b>SKQIR</b> Store","⚾✞【HIGH QUALITY and Unique Design 】The silver cross pendant necklace is made of 316L Stainless Steel which is hard to tarnish and rust. The mens necklace cross& cross bat necklace for mens engraved red baseball lines in the stainless steel cross necklace is unique & perfect gift for Christian to pray who love sports.--engraved baseball cross Necklace. An inspirational Bible verse from PHILIPPIANS 4:13 on the back. ""I CAN DO ALL THINGS"";so,This mens Baseball cross Necklace is worthwhile
⚾✞【Cross Pendant Size】Pendant size:5.3 x 3.0 cm / 2.08 x 1.18inch.Chain Thickness 3.0MM.Come with 20inch High Quality Durable Stainless Steel Link Chain;perfect religious jewelry necklace
⚾✞【Variety Choice】There are three colors baseball necklace for mens to choose, whatever your choice is perfect.Trust your choice.Best Cross Necklace Gift for Mens
⚾✞【PERFECT AFTER-SALES SERVICE】 mens silver cross necklace and chain is committed to provide the best jewelry and the best services to our customers, your feedback is our motivations to improve. We are looking forward to your review. When you order today, you're protected. If for any reason you are not COMPLETELY satisfied during 180 days, let us know, you can get a fast, prompt refund. We aren’t happy until you are happy. Add it to your Wish List to keep an eye on the latest of promot",SKQIR,Silver 20''
803,#15 charm,25,B07MFS7X7L,us,E,1,1,train,"Happy Birthday Bangles, Cake Cheer Live Laugh Love Charms Bangle Bracelets, Gifts For Her (15th Birthday)","Happy Birthday Bangles, Cake Cheer Live Laugh Love Charms Bangle Bracelets, Gifts For Her","Comes with YeeQin velvet jewelry brand gift bag! Ready for giving! Special design for Birthday Gift!!
Birthday Gifts for Her Stainless Steel Expandable Bangle 13th 16th 18th 21st 30th 40th 50th 60th Jewelry Bracelet Gift
Happy Birthday Cake, Numbers and Cheer Cup Are made of Eco-friendly Zinc Alloy, Live Laugh Love Round Tag And 30/40/50/60 Charms Are Made Of High Polished Stainless Steel
The Bangle Is Adjustable and can fit different wrist size, Round Pendant Size is Approx 2.5CM.
Perfect Birthday gift for Mom Grandma Aunt Sisters and Other Family Members. Beautiful Birthday Bangles for Anyone",YEEQIN,
804,#15 charm,25,B07GZBXTJ4,us,E,1,1,train,Elegant Sterling Silver Quinceanera Open Heart Charm Pendant with Cubic Zirconia,<b>This sterling silver pendant showcases an Open Heart Quinceanera charm with the number 15 in the center and accented with 16 white Cubic Zirconia gemstones. Make her a birthday she will never forget with a luxurious heart-shaped pendant necklace that will never lose its shine. Individually hand polished to a lasting high sheen polish finish. This pendant is both of unsurpassed quality and impressive design.<b/>,"A heart-shaped quinceanera pendant with 16 white Cubic Zirconia gemstones for your princess, something she will cherish as a memory of a special time all throughout her years growing up. Adore with this wonderful piece of fine jewelry to show how she's a shining star!
This 15 anos pendant is indeed the perfect gift for that lovely young lady who is about to celebrate her most special day. Finely handcrafted with authentic 925 sterling silver in stunning detail, this lovely piece glistens in stunning finish and stylish fashion.
comes with free special gift packaging perfect for Anniversary, Birthday, Valentines day, or any occasions for daughter, girlfriend, sister, etc. or for one's self.
made in the USA yet offered at factory direct jewelry price
ships from the manufacturer directly to the customers",Quinceanera Jewelry,
806,#15 charm,25,B010W5KQHY,us,E,1,1,train,"Sexy Sparkles Number, Birthday Birthstone, Anniversary Clip on Pendant Charm for Bracelet or Necklace (15 Clip On)","3D 2 Sided Number, Birthday, Anniversary Clip on Pendant Charm for Bracelet or Necklace. Pendant with lobster clasp for charm bracelets, chains or any other item on which you can clip on the lobster clasp. Great charm for birthdays, Christmas and any holiday!!!","Number 15 Clip on Charm with lobster clasp, Charm that clips on bracelets
Pendant with lobster clasp for charm bracelets, chains or any other item on which you can clip on the lobster clasp
Charm Measures approx: 12mm, lobster clasp 6mm, Material: Zinc Metal Alloy
Clip on charm can be used with any chain link pendant bracelets and necklaces
Multiple Gifting Possibilities - You could give this clip on charm as-is, clip the charm onto a Charm Bracelet or Necklace, or attach the charm to the small Zipper of another gift such as: a purse, handbag, book cover or bag. Perfect for scrapbooking project, keychain, keyring, sweater chain, anklet, cellphone decorative accessories, etc. Best choice for jewelry DIY.",Sexy Sparkles,
808,#15 charm,25,B07485GXBF,us,E,1,1,train,"FashionJunkie4Life Sterling Silver Number 15 Fifteen Charm Necklace, 18"" Chain, Birthday Quinceañera","Number 15 necklace is made of solid .925 Sterling Silver. Perfect gift for a 15th birthday, Quinceañera, anniversary, or other milestone. <p> Dimensions: 14mm x 10mm (9/16"" x 3/8"") </p> <p> Number 15 charm necklace includes an 18 inch sterling silver cable chain. Necklace arrives in a gift box.</p>","HIGH QUALITY 925 STERLING SILVER: Necklace includes an 18"" sterling silver cable chain
MAKES A GREAT GIFT: Number 15 Necklace arrives in a gift box
POLISHED FINISH: Dimensions - 14mm x 10mm (9/16"" x 3/8"")
SATISFACTION GUARANTEED: We are a US-based family-owned business that promises superior customer service including excellent communication and easy returns.
FAST & FREE SHIPPING: Orders leave our warehouse by the next business day",FashionJunkie4Life,Silver
815,#2 dixon oriole pencils not sharpened,26,B071JM699B,us,E,1,1,train,"Amazon Basics Woodcased #2 Pencils, Pre-sharpened, HB Lead, Box of 30",,"30 wood case #2 HB pencils made from high-quality wood come presharpened
Strong medium-soft lead produces long-lasting, smooth, readable strokes
Rounded hexagonal shape with satin-smooth finish for a secure, comfortable grip
Soft, smudge-free, latex-free eraser secured to the end for conveniently wiping away mistakes",Amazon Basics,Yellow
818,#2 dixon oriole pencils not sharpened,26,B075DTDGSS,us,E,1,1,train,"Arteza HB Pencils #2, Pack of 48, Wood-Cased Graphite Pencils in Bulk, Pre-Sharpened, with Latex-Free Erasers, Office & School Supplies for Exams and Classrooms","<p>Arteza wood-cased #2 pencils come in smaller boxes of 12 within a larger box for supply management ease.</p> <p>The HB #2 lead writes smoothly, giving dark, long-lasting lines which are perfect for test taking, scantrons, and first drafts. The graphite is certified non-toxic, and is specially formulated to resist breaking, keeping tips sharp and ensuring an intact core for the life of the pencil. </p> <p>The latex free eraser lifts even the heaviest of marks without smudging and remove even the darkest of mistakes completely. It is designed to last through multiple corrections. This makes them perfect for crosswords, word searches, and other puzzles.</p> <p>Each writing instrument is cased in wood from responsibly managed forests, and the graphite is formulated from renewable resources with the environment in mind. </p> <p>They are finished in a stylish soft ocher-yellow, satin-smooth finish to give a secure grip that is comfortable to write with for hours. These are the perfect pencils for in the classroom, office, or home. If you are an artist, writer, or crossword junkie, these pencils will perform for you.<br /> </p>","Box of 48 Count #2 Pencils With Latex-free Erasers: Our Arteza Pencils are a go-to both for an office and a school maintaining their classroom supplies. They're certified nontoxic and safe for use by all ages.
Satin Matte Coating for a Comfortable Grip: Each pencil is finished in a special coating, giving them a comfortable grip. These number 2 pencils are hexagonal in shape to fit nicely in your hand when writing, scribbling, or doodling.
This set of pre-sharpened pencils features break-resistant cores to ensure easy and even sharpening. The hard lead will not smear nor smudge, and works both for scantron tests and rough drafts.
Designed and Created by Artists: Here at Arteza, we are passionate about creating products that inspire. For us, art is an expression of the human experience. That’s why we work to make our art supplies accessible to all people.
We Care About Our Customers: We want to ensure you have a great experience with our products because we truly care about our customers. Our team strives to create products we’re proud of. If you have any issues with our products, please reach out and we’ll make it right.",ARTEZA,48 Pencils
820,#2 dixon oriole pencils not sharpened,26,B07G2Q28PG,us,E,1,1,train,"Emraw Pre Sharpened No 2 HB Wood Cased Premium Pencils with Eraser Top, Bulk Pack of 24 Pencil - For Professionals, Artists, Designers, Teachers","<p><b>Emraw Pre-Sharpened #2 HB Wood Pencils - Pack of 24</b></p><p>Looking for pencils for professional use or better ones for kid, office or every day use? Tired of pencils that do not sharpen well? Disappointed having broken leads repeatedly? Or, looking for pencils that require less sharpening and lasts longer?</p><p>Search no further, Emraw premium num 2 pencils bulk pack have you covered. You’ll be amazed how this pencils set combined with the best quality wood, lead and ergonomic structure brings you a super smooth-flowing and convenient writing and drawing experience.</p><p>Each pencil is pre-sharpened so you can literally pick straight from the box and start using it. HB (no2) hardness grading make them versatile and perfect for most types of general purpose repetitive use.</p><p>Non-toxic cedar wood offers better strength and stability, sharpen nicely every time, and would never chip, appear rough or jagged or splinter. Six-sided hexagon shape with stand out satin-smooth finish is stylish and offers secure, comfortable grip, and won't roll off inclined desks or tables.</p><p>Ultra-smooth graphite core sharpens to a fine, exact point precision, does not break easily and writes very smoothly and wipe away mistaken strokes conveniently just by applying normal pressure.</p><p>The soft, non-smudge rubbers are effective to erase completely and will not leave any rubber residue behind after erasing unwanted marks. The eraser on top is held strongly with a strong metal band ferrule, that keeps an eraser always in hand throughout pencils lifespan.</p><p>Use the pencils in the school, work, or home for anything from making notes, keeping lists, or DIY projects or sketching first drafts, or shading art projects, brainstorming campaign ideas on, filling in answers on an exam, coloring books as a highlighter, solving Sudoku or crossword puzzles.</p><p><b>Best N.2 Woodcase Pencils Supplies for You, Your Family, Students, or Workmates, Order Now!!!</b></p>","✓ PACK OF 24 NUMBER 2 PRESHARPENED PENCILS: Emraw sharpened pencils set contains 2 packs of premium quality no.2 hb pencils with latex-free rubber erasers top, total 24 best qualities standard yellow pencils for writing, sketch and drawings
✓ LUXURY YELLOW BARREL WOOD-CASED PENCILS: Be amazed - made from premium quality cedar wood for easy clean sharpening, strong break-resistant medium-soft graphite lead requires less sharpening and produces long-lasting and consistent strokes
✓ SUPERIOR NATURAL GRIP AND FEEL: Rounded hexagonal wooden casing stood the test of time, blends classic ergonomic design for a secure, comfortable grip with natural feel allowing you to comfortably write, scribble or sketch for hours
✓ EASILY ERASABLE - MAKES DO-OVERS A BREEZE: Unwanted marks are easy to erase, offers clean corrections without tearing the paper. Soft, non-smudge rubbers are effective to erase marks completely and will not leave any eraser residue behind
✓ VERSATILE WIDE APPLICATION: Suitable for people of all ages: adults, teens, kids. Excellent gift for students and teacher in classroom. Ideal for professional use: workshops, corporate office, brain storming, sketching and lots more",Emraw,Yellow
832,#2 dixon oriole pencils not sharpened,26,B07ML4GVLM,us,E,1,1,train,"Personalized Pencils - Round - Laser Theme - Custom Printed with your message, text or logo - by Express Pencils - 12 pkg FREE PERZONALIZATION Great gift idea (Green)","12 High quality HB No. 2 Lead, Round graphite pencils, Non smear eraser. **PERSONALIZATION: Personalized and custom imprinted. You can have up to 42 characters (including spaces) one line . Same text and text color for each 12 pencils. **SHIPPING: Pencils orders are normally shipped by “USPS” United State Postal Services; please make sure your address is a valid USPS deliverable address.","12 - High quality woodcased HB No. 2 Lead - Laser color with WHITE IMPRINT - Hexagon graphite pencils – Non smear eraser. **Please read all product bullets and scroll down to Product description**
Free personalized with your custom text. Please use the ""Customize Now"" button to personalize your order.
You can have up to 42 characters (including spaces) on one line.
Personalization is free. Imprinting lettering color will be WHITE - Made in the USA - PMA Approved - Non Toxic
Product ships within 2 and 3 days after you have placed your order. GO TO OUR STOREFRONT TO SEE ALL PENCIL SELECTION BY CLICKING ON ""Express Pencils"" LINK ABOVE OR BY TYPING express pencils ON THE AMAZON SEARCH BAR. Please read product description below for more information.",Express Pencils,Green
837,#2 dixon oriole pencils not sharpened,26,B000X0TW6K,us,E,1,1,train,"Dixon Oriole Presharpened Pencil, 12 Count ( Packaging May Vary )",,"Real-wood bonded material provides break-resistant performance
High-quality eraser ensures clean corrections without smudging
Nontoxic design allows safe use by writers of all ages
Perfect for schools, architects, engineers, contractors and more",Dixon,Yellow
870,#2 pencils with erasers sharpened not soft,28,B078K6FRD6,us,E,1,1,train,"SKKSTATIONERY Half Pencils with Eraser Tops, Golf, Classroom, Pew - #2 HB, Hexagon, Pre-sharpened, 96/Box.","S K K is a leading manufacturer of school, home and office supplies, with SKKStationery registered in U.S.A. We export worldwide. We own manufacture in China and Malaysia. Half Pencils with Eraser Top, 4"" Hexagon, #2 HB Lead, Sharpened, 96/Box. Ideal for Score Keeping, Pews, Classroom, Parties, Events, Anywhere. Pencils Made from High-quality Wood for Clean, Easy Sharpening. Soft, Smudge-free, Latex-free eraser Secured to End for Conveniently Wiping Away Mistakes.","Half Pencils with Eraser Top, 4"" Hexagon, #2 HB Lead, Sharpened, 96/Box.
Ideal for Score Keeping, Pews, Classroom, Parties, Events, Anywhere.
Pencils Made from High-quality Wood for Clean, Easy Sharpening.
Soft, Smudge-free, Latex-free eraser Secured to End for Conveniently Wiping Away Mistakes.
MANUFACTURER REFUND GUARANTEE: We do our best to offer better products. If you're unsatisfied with our product for any reason please contact us, we'd be more than happy to replace your unit or offer you a full refund !",SKKSTATIONERY,1 Box-96
871,#2 pencils with erasers sharpened not soft,28,B07G2Q28PG,us,E,1,1,train,"Emraw Pre Sharpened No 2 HB Wood Cased Premium Pencils with Eraser Top, Bulk Pack of 24 Pencil - For Professionals, Artists, Designers, Teachers","<p><b>Emraw Pre-Sharpened #2 HB Wood Pencils - Pack of 24</b></p><p>Looking for pencils for professional use or better ones for kid, office or every day use? Tired of pencils that do not sharpen well? Disappointed having broken leads repeatedly? Or, looking for pencils that require less sharpening and lasts longer?</p><p>Search no further, Emraw premium num 2 pencils bulk pack have you covered. You’ll be amazed how this pencils set combined with the best quality wood, lead and ergonomic structure brings you a super smooth-flowing and convenient writing and drawing experience.</p><p>Each pencil is pre-sharpened so you can literally pick straight from the box and start using it. HB (no2) hardness grading make them versatile and perfect for most types of general purpose repetitive use.</p><p>Non-toxic cedar wood offers better strength and stability, sharpen nicely every time, and would never chip, appear rough or jagged or splinter. Six-sided hexagon shape with stand out satin-smooth finish is stylish and offers secure, comfortable grip, and won't roll off inclined desks or tables.</p><p>Ultra-smooth graphite core sharpens to a fine, exact point precision, does not break easily and writes very smoothly and wipe away mistaken strokes conveniently just by applying normal pressure.</p><p>The soft, non-smudge rubbers are effective to erase completely and will not leave any rubber residue behind after erasing unwanted marks. The eraser on top is held strongly with a strong metal band ferrule, that keeps an eraser always in hand throughout pencils lifespan.</p><p>Use the pencils in the school, work, or home for anything from making notes, keeping lists, or DIY projects or sketching first drafts, or shading art projects, brainstorming campaign ideas on, filling in answers on an exam, coloring books as a highlighter, solving Sudoku or crossword puzzles.</p><p><b>Best N.2 Woodcase Pencils Supplies for You, Your Family, Students, or Workmates, Order Now!!!</b></p>","✓ PACK OF 24 NUMBER 2 PRESHARPENED PENCILS: Emraw sharpened pencils set contains 2 packs of premium quality no.2 hb pencils with latex-free rubber erasers top, total 24 best qualities standard yellow pencils for writing, sketch and drawings
✓ LUXURY YELLOW BARREL WOOD-CASED PENCILS: Be amazed - made from premium quality cedar wood for easy clean sharpening, strong break-resistant medium-soft graphite lead requires less sharpening and produces long-lasting and consistent strokes
✓ SUPERIOR NATURAL GRIP AND FEEL: Rounded hexagonal wooden casing stood the test of time, blends classic ergonomic design for a secure, comfortable grip with natural feel allowing you to comfortably write, scribble or sketch for hours
✓ EASILY ERASABLE - MAKES DO-OVERS A BREEZE: Unwanted marks are easy to erase, offers clean corrections without tearing the paper. Soft, non-smudge rubbers are effective to erase marks completely and will not leave any eraser residue behind
✓ VERSATILE WIDE APPLICATION: Suitable for people of all ages: adults, teens, kids. Excellent gift for students and teacher in classroom. Ideal for professional use: workshops, corporate office, brain storming, sketching and lots more",Emraw,Yellow
872,#2 pencils with erasers sharpened not soft,28,B07G2RYY6H,us,E,1,1,train,"Emraw Pre Sharpened No 2 HB Wood Cased Pencils with Eraser Top, Bulk Pack of 24 Pencil - for Kids, Students, Teachers, Office and Home Use","<p><b>Emraw Pre-Sharpened #2 HB Wood Pencils - Pack of 24 Basic Wooden Pencils</b></p><p>Looking for pencils for kid, office or every day general purpose use? Tired of pencils that do not sharpen well? Disappointed having broken leads repeatedly? Or, looking for pencils that require less sharpening and lasts longer?</p><p>Search no further, Emraw num 2 bulk pack pencils have you covered. If pretty colorful fun looks aren’t a thing you care but care about quality, then these are the best deal.</p><p>Each pencil is pre-sharpened so you can literally pick straight from the box and start using it. HB (no2) hardness grading make them versatile and perfect for most types of writing or sketching and for repetitive use.</p><p>Made of high quality non-toxic cedar wood so they sharpen nicely every time, offering better strength and stability and they would never chip, appear rough or jagged or splinter. Six-sided hexagonal shape with stand out satin-smooth finish is stylish and offers for a secure, comfortable grip, and won't roll off inclined desks or tables.</p><p>Ultra-smooth graphite core in them sharpens to a fine, exact point precision, does not break easily and writes very smoothly and wipe away mistaken strokes conveniently without a lot of effort, just by applying normal pressure. You can confidently use for making notes, marks for DIY projects, or quick sketches.</p><p>The soft, non-smudge rubbers are effective to erase completely and will not leave any pink residue behind after erasing unwanted marks. The eraser on top is held strongly with a ferrule and will not loosen easily, that keeps an eraser always in hand throughout its lifespan.</p><p>Use the pencils in the classroom, work, or home for anything from keeping lists, or sketching first drafts, brainstorming campaign ideas, filling in answers on an exam, coloring books as a highlighter, solving Sudoku or crossword puzzles.</p><p><b>Best N.2 Wood Pencils for School Kids and Adults, Order Now!!!</b></p>","✓ PACK OF 24 NUMBER 2 PRESHARPENED PENCILS: Emraw hexagon sharpened pencils set contains 2 packs of general no.2 hb pencils with latex-free rubber erasers top, total 24 basic standard yellow pencils to write smooth, crisp and clear text
✓ CLASSIC YELLOW BARREL WOOD-CASED PENCILS: Made from high-quality cedar wood for easy clean sharpening, strong medium-soft break-resistant graphite lead requires less sharpening and produces long-lasting, readable and consistent strokes
✓ SUPERIOR NATURAL GRIP AND FEEL: Rounded hexagonal wooden casing stood the test of time, blends classic ergonomic design for a secure, comfortable grip with natural feel allowing you to comfortably write, scribble or sketch for hours
✓ EASILY ERASABLE - MAKES DO-OVERS A BREEZE: Unwanted marks are easy to erase, offers clean corrections without tearing the paper. Soft, non-smudge rubbers are effective to erase marks completely and will not leave any pink residue behind
✓ VERSATILE WIDE APPLICATION: Suitable for people of all ages: kids, teens, adults. Perfect for students in school, teachers in classroom. Ideal for general use: workshops, corporate office, brain storming, sketching, drawing and lots more",Emraw,Yellow
